,scheduled_date_h,flight_num,scheduled_date,airport,destination,scheduled_time,airline,"('delay', 'median')"
1032,12,QSM,2022-01-26,Sanandaj,Tehran,12:45:00,GheshmAir,
1033,12,TBN6227,2022-01-26,Tehran,Gheshm,12:45:00,Taban,
1034,12,IRA3390,2022-01-26,Shiraz,BandarAbbas,12:55:00,IranAir,
1035,12,IZG4036,2022-01-26,Kermanshah,Kish,12:55:00,Zagros,
1036,12,QSM1211,2022-01-26,Ahwaz,Tehran,12:55:00,GheshmAir,
1037,13,IRB906,2022-01-26,Tabriz,BandarAbbas,13:00:00,IranAirTour,
1038,13,TBZ5615,2022-01-26,Tabriz,Mashhad,13:00:00,Ata,
1039,13,IRC3710,2022-01-26,Tehran,Ardabil,13:10:00,Aseman,
1040,13,IRC630,2022-01-26,Tehran,Gorgan,13:10:00,Aseman,
1041,13,IRM4572,2022-01-26,Tehran,Ilam,13:10:00,Mahan,
1042,13,IRZ129,2022-01-26,Rasht,Asaluyeh,13:10:00,Saha,
1043,13,TBZ5614,2022-01-26,Isfahan,Tehran,13:10:00,Ata,
1044,13,IRC3813,2022-01-26,Tabriz,Shiraz,13:15:00,Aseman,
1045,13,IRM1018,2022-01-26,Tehran,Asaluyeh,13:20:00,Mahan,
1046,13,KRU2652,2022-01-26,Gorgan,Ahwaz,13:20:00,Karun,
1047,13,PYA2345,2022-01-26,Shiraz,BandarAbbas,13:20:00,Pouya,
1048,13,CPN044,2022-01-26,Tehran,Kish,13:25:00,Caspian,
1049,13,CPN027,2022-01-26,Mashhad,Tehran,13:30:00,Caspian,
1050,13,VRH5842,2022-01-26,Tehran,Gheshm,13:30:00,Varsh,
1051,13,CPN6905,2022-01-26,Isfahan,Mashhad,13:35:00,Caspian,
1052,13,IRC3972,2022-01-26,Mashhad,Sari,13:35:00,Aseman,
1053,13,IRC851,2022-01-26,Zahedan,Tehran,13:35:00,Aseman,
1054,13,IRC851,2022-01-26,Zahedan,Tehran,13:40:00,Aseman,
1055,13,IRM4561,2022-01-26,Isfahan,Kerman,13:40:00,Mahan,
1056,13,KRU2519,2022-01-26,Isfahan,Tehran,13:40:00,Karun,
1057,13,PYA2315,2022-01-26,Yazd,Tehran,13:40:00,Pouya,
1058,13,TBN6297,2022-01-26,Tehran,Kish,13:45:00,Taban,
1059,13,QSM1248,2022-01-26,Tehran,Zahedan,13:50:00,GheshmAir,
1060,13,IZG4043,2022-01-26,Tehran,Kerman,13:55:00,Zagros,45.0
1061,13,SHI4345,2022-01-26,Mashhad,Kish,13:55:00,Sepehran,56.0
1062,14,TBN6326,2022-01-26,Tehran,Mashhad,14:00:00,Taban,
1063,14,TBZ5609,2022-01-26,Tabriz,Tehran,14:00:00,Ata,
1064,14,VRH5822,2022-01-26,Tehran,Kish,14:00:00,Varsh,
1065,14,VRH5836,2022-01-26,Tehran,Shiraz,14:00:00,Varsh,
1066,14,CPN6986,2022-01-26,Tehran,Zahedan,14:05:00,Caspian,
1067,14,IRC3744,2022-01-26,Tehran,Yazd,14:10:00,Aseman,
1068,14,IRC604,2022-01-26,Mashhad,Noshahr,14:10:00,Aseman,
1069,14,IRM1043,2022-01-26,Tehran,Kish,14:10:00,Mahan,
1070,14,IRM4561,2022-01-26,Isfahan,Kerman,14:10:00,Mahan,
1071,14,SHI4306,2022-01-26,Mashhad,Isfahan,14:10:00,Sepehran,
1072,14,KIS7119,2022-01-26,Tabriz,Kish,14:15:00,KishAir,
1073,14,IRC3804,2022-01-26,Shiraz,Kish,14:20:00,Aseman,
1074,14,CPN6994,2022-01-26,Tehran,Isfahan,14:25:00,Caspian,
1075,14,TBN6296,2022-01-26,Shiraz,Tehran,14:30:00,Taban,
1076,14,VRH5803,2022-01-26,Sari,Mashhad,14:30:00,Varsh,
1077,14,IRM1006,2022-01-26,Tehran,KhoramAbad,14:35:00,Mahan,
1078,14,TBZ5619,2022-01-26,Tehran,Mashhad,14:35:00,Ata,
1079,14,IRC631,2022-01-26,Gorgan,Tehran,14:40:00,Aseman,
1080,14,KRU2506,2022-01-26,Tehran,Mahshahr,14:40:00,Karun,
1081,14,QSM1266,2022-01-26,Tehran,Shiraz,14:40:00,GheshmAir,
1082,14,IRM1026,2022-01-26,Tehran,Ardabil,14:45:00,Mahan,
1083,14,IRM1080,2022-01-26,Mashhad,Tehran,14:45:00,Mahan,
1084,14,SHI4300,2022-01-26,Shiraz,Mashhad,14:45:00,Sepehran,
1085,14,TBZ5659,2022-01-26,Tehran,Kish,14:45:00,Ata,
1086,14,TBN6342,2022-01-26,Tehran,Mashhad,14:50:00,Taban,
1087,14,PRS4428,2022-01-26,Tehran,Maku,14:55:00,ParsAir,
1088,14,TBZ5687,2022-01-26,Tehran,Bushehr,14:55:00,Ata,
1089,15,IRA260,2022-01-26,Tehran,Mashhad,15:00:00,IranAir,
1090,15,IRB946,2022-01-26,Tehran,Tabriz,15:00:00,IranAirTour,
1091,15,KIS7113,2022-01-26,Isfahan,Kish,15:00:00,KishAir,
1092,15,IRC3794,2022-01-26,Shiraz,BandarAbbas,15:05:00,Aseman,
1093,15,IRZ123,2022-01-26,Isfahan,Asaluyeh,15:10:00,Saha,
1094,15,KRU2614,2022-01-26,Tehran,Ahwaz,15:10:00,Karun,
1095,15,IRA3333,2022-01-26,Tehran,Rasht,15:15:00,IranAir,
1096,15,SHI4350,2022-01-26,Tehran,Mashhad,15:20:00,Sepehran,
1097,15,IZG4071,2022-01-26,Tehran,Kish,15:25:00,Zagros,
1098,15,SHI4301,2022-01-26,Mashhad,Shiraz,15:25:00,Sepehran,
1099,15,KRU2508,2022-01-26,Tehran,Mahshahr,15:30:00,Karun,
1100,15,IRA407,2022-01-26,Tehran,Bushehr,15:40:00,IranAir,
1101,15,CPN048,2022-01-26,Tehran,Shiraz,15:45:00,Caspian,
1102,15,CPN6900,2022-01-26,Tehran,Bushehr,15:45:00,Caspian,
1103,15,IRC3745,2022-01-26,Yazd,Tehran,15:45:00,Aseman,
1104,15,CPN023,2022-01-26,Mashhad,Tehran,15:50:00,Caspian,
1105,15,IRC3702,2022-01-26,Gorgan,BandarAbbas,15:50:00,Aseman,
1106,15,TBZ5641,2022-01-26,Mashhad,Ahwaz,15:50:00,Ata,
1107,15,TBZ5702,2022-01-26,Tehran,Tabriz,15:50:00,Ata,
1108,15,IRC3973,2022-01-26,Sari,Mashhad,15:55:00,Aseman,
1109,15,PRS4406,2022-01-26,Tehran,Shiraz,15:55:00,ParsAir,
1110,16,IZG4067,2022-01-26,Tehran,Isfahan,16:00:00,Zagros,
1111,16,TBZ5603,2022-01-26,Tabriz,Tehran,16:00:00,Ata,
1112,16,IRA3318,2022-01-26,Tehran,Sari,16:05:00,IranAir,
1113,16,IRC3774,2022-01-26,Shiraz,Tehran,16:10:00,Aseman,
1114,16,IRZ182,2022-01-26,Tehran,BandarAbbas,16:10:00,Saha,
1115,16,IZG4021,2022-01-26,Tehran,Ahwaz,16:10:00,Zagros,
1116,16,IZG4105,2022-01-26,Mashhad,Zahedan,16:10:00,Zagros,
1117,16,CPN6977,2022-01-26,Isfahan,Kish,16:15:00,Caspian,
1118,16,IRA3358,2022-01-26,Tehran,Gorgan,16:15:00,IranAir,
1119,16,IZG4042,2022-01-26,Kerman,Tehran,16:15:00,Zagros,
1120,16,IRA216,2022-01-26,Tehran,Birjand,16:25:00,IranAir,
1121,16,CPN6919,2022-01-26,Shiraz,Mashhad,16:30:00,Caspian,
1122,16,IRC822,2022-01-26,Tehran,Asaluyeh,16:30:00,Aseman,
1123,16,SHI4307,2022-01-26,Isfahan,Mashhad,16:30:00,Sepehran,
1124,16,VRH5854,2022-01-26,Mashhad,Isfahan,16:30:00,Varsh,
1125,16,CPN046,2022-01-26,Tehran,Tabriz,16:35:00,Caspian,
1126,16,IRA352,2022-01-26,Tehran,Kish,16:35:00,IranAir,
1127,16,QSM1247,2022-01-26,Zahedan,Gorgan,16:35:00,GheshmAir,
1128,16,CPN6987,2022-01-26,Zahedan,Tehran,16:40:00,Caspian,
1129,16,IRC3854,2022-01-26,Tehran,Urumia,16:40:00,Aseman,
1130,16,QSM1224,2022-01-26,Tehran,Kish,16:40:00,GheshmAir,
1131,16,IRM1027,2022-01-26,Ardabil,Tehran,16:45:00,Mahan,
1132,16,MRJ2803,2022-01-26,Mashhad,Tehran,16:45:00,Meraj,
1133,16,QSM1267,2022-01-26,Shiraz,Tehran,16:45:00,GheshmAir,
1134,16,SHI4314,2022-01-26,Tehran,Bushehr,16:45:00,Sepehran,
1135,16,IRB912,2022-01-26,Tehran,BandarAbbas,16:55:00,IranAirTour,
1136,17,MRJ2882,2022-01-26,Tabriz,Asaluyeh,17:00:00,Meraj,
1137,17,TBZ5681,2022-01-26,Tehran,BandarAbbas,17:00:00,Ata,
1138,17,TBZ5719,2022-01-26,Mashhad,Rasht,17:00:00,Ata,
1139,17,IZG4020,2022-01-26,Ahwaz,Tehran,17:05:00,Zagros,
1140,17,QSM1260,2022-01-26,Isfahan,Gheshm,17:10:00,GheshmAir,
1141,17,FPI7434,2022-01-26,Tehran,Urumia,17:15:00,FlyPersia,
1142,17,KIS7061,2022-01-26,Shiraz,Kish,17:15:00,KishAir,
1143,17,KIS7081,2022-01-26,Tehran,Kish,17:15:00,KishAir,
1144,17,FPI7408,2022-01-26,Tehran,Mashhad,17:20:00,FlyPersia,
1145,17,IRA261,2022-01-26,Mashhad,Tehran,17:20:00,IranAir,
1146,17,IRA3334,2022-01-26,Tehran,Isfahan,17:20:00,IranAir,
1147,17,TBZ5688,2022-01-26,Bushehr,Tehran,17:20:00,Ata,
1148,17,VRH5824,2022-01-26,Tehran,Kish,17:25:00,Varsh,
1149,17,IRM1073,2022-01-26,Tehran,Sirjan,17:30:00,Mahan,
1150,17,VRH5818,2022-01-26,Tehran,Mashhad,17:30:00,Varsh,
1151,17,SHI4332,2022-01-26,Tehran,BandarAbbas,17:35:00,Sepehran,
1152,17,IRM4542,2022-01-26,Tehran,Shahrekord,17:40:00,Mahan,
1153,17,IRB947,2022-01-26,Tabriz,Tehran,17:45:00,IranAirTour,
1154,17,PYA2310,2022-01-26,Tehran,Gorgan,17:50:00,Pouya,
1155,17,TBN6281,2022-01-26,Tehran,Shiraz,17:50:00,Taban,
1156,17,TBZ5703,2022-01-26,Tabriz,Tehran,17:50:00,Ata,
1157,17,IZG4019,2022-01-26,Tehran,BandarAbbas,17:55:00,Zagros,
1158,17,PRS4448,2022-01-26,Shiraz,Kermanshah,17:55:00,ParsAir,
1159,18,CPN6919,2022-01-26,Shiraz,Mashhad,18:00:00,Caspian,
1160,18,IRA3427,2022-01-26,Yazd,Tehran,18:00:00,IranAir,
1161,18,IRC618,2022-01-26,Mashhad,Yazd,18:00:00,Aseman,
1162,18,IZG4020,2022-01-26,Ahwaz,Tehran,18:00:00,Zagros,
1163,18,KRU2535,2022-01-26,Shiraz,Mahshahr,18:00:00,Karun,
1164,18,SHI4300,2022-01-26,Shiraz,Mashhad,18:00:00,Sepehran,
1165,18,TBZ5604,2022-01-26,Tehran,Tabriz,18:00:00,Ata,
1166,18,TBZ5636,2022-01-26,Ahwaz,Tehran,18:00:00,Ata,
1167,18,IRC622,2022-01-26,Tehran,Kermanshah,18:05:00,Aseman,
1168,18,CPN6901,2022-01-26,Bushehr,Tehran,18:10:00,Caspian,
1169,18,IRA3338,2022-01-26,Gorgan,Mashhad,18:10:00,IranAir,
1170,18,IRC601,2022-01-26,Mashhad,Tehran,18:15:00,Aseman,
1171,18,IRM1055,2022-01-26,Tehran,Kerman,18:20:00,Mahan,20.0
1172,18,IRZ159,2022-01-26,Shiraz,Tehran,18:20:00,Saha,
1173,18,IRZ170,2022-01-26,Tehran,Mashhad,18:20:00,Saha,
1174,18,IRC3855,2022-01-26,Urumia,Tehran,18:25:00,Aseman,
1175,18,KRU2642,2022-01-26,Tehran,Ahwaz,18:25:00,Karun,
1176,18,CPN047,2022-01-26,Tabriz,Tehran,18:30:00,Caspian,
1177,18,IZG4104,2022-01-26,Zahedan,Mashhad,18:30:00,Zagros,
1178,18,TBN6222,2022-01-26,Tehran,Mashhad,18:30:00,Taban,
1179,18,TBN6229,2022-01-26,Mashhad,Gheshm,18:30:00,Taban,
1180,18,TBZ5636,2022-01-26,Ahwaz,Tehran,18:30:00,Ata,
1181,18,VRH5850,2022-01-26,Tehran,Ahwaz,18:30:00,Varsh,
1182,18,IRB974,2022-01-26,Tehran,Zahedan,18:35:00,IranAirTour,
1183,18,IRC3775,2022-01-26,Tehran,Shiraz,18:35:00,Aseman,
1184,18,PRS4448,2022-01-26,Shiraz,Kermanshah,18:35:00,ParsAir,
1185,18,CPN028,2022-01-26,Tehran,Mashhad,18:40:00,Caspian,
1186,18,CPN6970,2022-01-26,Tehran,Ahwaz,18:40:00,Caspian,
1187,18,IRB966,2022-01-26,Tehran,Mashhad,18:40:00,IranAirTour,
1188,18,IRC3820,2022-01-26,Shiraz,Abadan,18:40:00,Aseman,
1189,18,IRA386,2022-01-26,Birjand,Mashhad,18:45:00,IranAir,
1190,18,IRB900,2022-01-26,Mashhad,Tabriz,18:45:00,IranAirTour,
1191,18,KIS7193,2022-01-26,Tehran,Kermanshah,18:45:00,KishAir,
1192,18,IRA3370,2022-01-26,Tehran,Rafsanjan,18:50:00,IranAir,
1193,18,TBN6258,2022-01-26,Tehran,Mashhad,18:55:00,Taban,
1194,19,IRB925,2022-01-26,Shiraz,Mashhad,19:00:00,IranAirTour,
1195,19,IZG4063,2022-01-26,Tehran,Bushehr,19:00:00,Zagros,
1196,19,KRU2545,2022-01-26,Isfahan,Mahshahr,19:00:00,Karun,
1197,19,SHI4341,2022-01-26,Mashhad,Tehran,19:00:00,Sepehran,
1198,19,VRH5814,2022-01-26,Tehran,BandarAbbas,19:00:00,Varsh,
1199,19,VRH5855,2022-01-26,Isfahan,Mashhad,19:00:00,Varsh,
1200,19,TBN6263,2022-01-26,Tehran,Kish,19:05:00,Taban,39.0
1201,19,IRA3425,2022-01-26,Isfahan,Bushehr,19:15:00,IranAir,
1202,19,IRM4593,2022-01-26,Tehran,BandarAbbas,19:20:00,Mahan,
1203,19,QSM1246,2022-01-26,Gorgan,Zahedan,19:20:00,GheshmAir,
1204,19,TBN6245,2022-01-26,Tehran,Ahwaz,19:20:00,Taban,
1205,19,CPN6950,2022-01-26,Tehran,Yazd,19:30:00,Caspian,
1206,19,KRU2622,2022-01-26,Isfahan,Ahwaz,19:30:00,Karun,
1207,19,PYA2311,2022-01-26,Gorgan,Tehran,19:30:00,Pouya,
1208,19,TBZ5623,2022-01-26,Tehran,Shiraz,19:30:00,Ata,
1209,19,FPI7409,2022-01-26,Mashhad,Tehran,19:40:00,FlyPersia,
1210,19,IRC623,2022-01-26,Kermanshah,Tehran,19:40:00,Aseman,
1211,19,SHI4366,2022-01-26,Mashhad,Abadan,19:45:00,Sepehran,
1212,19,VRH5819,2022-01-26,Mashhad,Tehran,19:45:00,Varsh,
1213,19,KIS7129,2022-01-26,Tehran,Kish,19:50:00,KishAir,
1214,19,SHI4304,2022-01-26,Shiraz,Tehran,19:50:00,Sepehran,
1215,19,TBZ5630,2022-01-26,Mashhad,Tehran,19:50:00,Ata,
1216,19,TBZ5646,2022-01-26,Tehran,Tabriz,19:50:00,Ata,
1217,19,VRH5872,2022-01-26,Tehran,Bushehr,19:55:00,Varsh,
1218,20,IZG4049,2022-01-26,Tehran,Zahedan,20:00:00,Zagros,
1219,20,TBZ5605,2022-01-26,Tabriz,Tehran,20:00:00,Ata,
1220,20,TBZ5635,2022-01-26,Tehran,Ahwaz,20:00:00,Ata,
1221,20,IRA3339,2022-01-26,Mashhad,Gorgan,20:05:00,IranAir,
1222,20,IRM1078,2022-01-26,Kerman,Tehran,20:10:00,Mahan,
1223,20,IZG4008,2022-01-26,Ahwaz,Kish,20:10:00,Zagros,
1224,20,TBZ5680,2022-01-26,Tehran,Urumia,20:10:00,Ata,
1225,20,IRC3758,2022-01-26,Abadan,Isfahan,20:15:00,Aseman,
1226,20,IZG4112,2022-01-26,Ahwaz,Mashhad,20:15:00,Zagros,
1227,20,KIS7125,2022-01-26,Tehran,Kish,20:15:00,KishAir,
1228,20,PRS4448,2022-01-26,Kermanshah,Shiraz,20:15:00,ParsAir,
1229,20,IRM1060,2022-01-26,Tehran,Ahwaz,20:20:00,Mahan,
1230,20,IRZ171,2022-01-26,Mashhad,Tehran,20:20:00,Saha,
1231,20,IRA3417,2022-01-26,Tehran,Dezfoul,20:25:00,IranAir,
1232,20,IRC619,2022-01-26,Yazd,Mashhad,20:25:00,Aseman,
1233,20,IRB988,2022-01-26,Tehran,Ahwaz,20:30:00,IranAirTour,
1234,20,IRZ172,2022-01-26,Tehran,Bushehr,20:30:00,Saha,
1235,20,TBN6282,2022-01-26,Shiraz,Tehran,20:30:00,Taban,
1236,20,CPN6918,2022-01-26,Mashhad,Shiraz,20:35:00,Caspian,
1237,20,FPI7405,2022-01-26,Tehran,Shiraz,20:40:00,FlyPersia,
1238,20,IRA387,2022-01-26,Mashhad,Birjand,20:40:00,IranAir,
1239,20,IRA456,2022-01-26,Tehran,BandarAbbas,20:40:00,IranAir,
1240,20,CPN040,2022-01-26,Tehran,Mashhad,20:45:00,Caspian,
1241,20,IRC860,2022-01-26,Tehran,Abadan,20:45:00,Aseman,
1242,20,IZG4113,2022-01-26,Mashhad,Ahwaz,20:45:00,Zagros,
1243,20,KIS7192,2022-01-26,Kermanshah,Tehran,20:45:00,KishAir,
1244,20,SHI4338,2022-01-26,Mashhad,Ahwaz,20:45:00,Sepehran,
1245,20,CPN6908,2022-01-26,Tehran,Shiraz,20:55:00,Caspian,
1246,20,CPN6971,2022-01-26,Ahwaz,Tehran,20:55:00,Caspian,
1247,20,IRC624,2022-01-26,Tehran,Kermanshah,20:55:00,Aseman,
1248,21,IRB967,2022-01-26,Mashhad,Tehran,21:00:00,IranAirTour,
1249,21,IRC3776,2022-01-26,Shiraz,Tehran,21:00:00,Aseman,
1250,21,IRC3890,2022-01-26,Shiraz,Ahwaz,21:00:00,Aseman,
1251,21,IRM1052,2022-01-26,Kerman,Tehran,21:00:00,Mahan,
1252,21,IZG4013,2022-01-26,Tehran,Ahwaz,21:00:00,Zagros,
1253,21,MRJ2820,2022-01-26,Tehran,Kish,21:00:00,Meraj,
1254,21,IRA234,2022-01-26,Tehran,Shiraz,21:05:00,IranAir,
1255,21,IRA460,2022-01-26,Tehran,Mashhad,21:05:00,IranAir,
1256,21,FPI7428,2022-01-26,Tehran,Isfahan,21:10:00,FlyPersia,
1257,21,IZG4008,2022-01-26,Ahwaz,Kish,21:10:00,Zagros,
1258,21,IZG4129,2022-01-26,Mashhad,Abadan,21:10:00,Zagros,
1259,21,CPN6931,2022-01-26,Yazd,Tehran,21:15:00,Caspian,
1260,21,IRA3424,2022-01-26,Bushehr,Isfahan,21:15:00,IranAir,
1261,21,CPN6951,2022-01-26,Yazd,Tehran,21:20:00,Caspian,
1262,21,QSM1294,2022-01-26,Tehran,Gorgan,21:20:00,GheshmAir,
1263,21,KRU2610,2022-01-26,Tehran,Dezfoul,21:25:00,Karun,
1264,21,SHI4309,2022-01-26,Tehran,Shiraz,21:25:00,Sepehran,
1265,21,SHI4340,2022-01-26,Tehran,Mashhad,21:25:00,Sepehran,
1266,21,IRB975,2022-01-26,Zahedan,Tehran,21:30:00,IranAirTour,
1267,21,IRC631,2022-01-26,Gorgan,Tehran,21:30:00,Aseman,
1268,21,IZG4059,2022-01-26,Tehran,BandarAbbas,21:30:00,Zagros,
1269,21,VRH5841,2022-01-26,Mashhad,Tehran,21:30:00,Varsh,
1270,21,CPN049,2022-01-26,Shiraz,Tehran,21:35:00,Caspian,
1271,21,IRC3759,2022-01-26,Isfahan,Abadan,21:40:00,Aseman,
1272,21,TBZ5624,2022-01-26,Shiraz,Tehran,21:40:00,Ata,
1273,21,CPN018,2022-01-26,Tehran,Ahwaz,21:45:00,Caspian,
1274,21,IRB901,2022-01-26,Tabriz,Mashhad,21:45:00,IranAirTour,
1275,21,IRC3724,2022-01-26,Tehran,Yazd,21:45:00,Aseman,
1276,21,TBZ5640,2022-01-26,Ahwaz,Mashhad,21:50:00,Ata,
1277,21,TBZ5647,2022-01-26,Tabriz,Tehran,21:50:00,Ata,
1278,21,VRH5898,2022-01-26,Tehran,Zahedan,21:55:00,Varsh,
1279,22,IRC832,2022-01-26,Tehran,Ahwaz,22:00:00,Aseman,
1280,22,KIS7061,2022-01-26,Shiraz,Kish,22:00:00,KishAir,
1281,22,TBZ5606,2022-01-26,Tehran,Tabriz,22:00:00,Ata,
1282,22,TBZ5620,2022-01-26,Mashhad,Tehran,22:00:00,Ata,
1283,22,QSM1249,2022-01-26,Zahedan,Tehran,22:05:00,GheshmAir,
1284,22,SHI4304,2022-01-26,Tehran,Shiraz,22:05:00,Sepehran,
1285,22,IRA445,2022-01-26,Tehran,Tabriz,22:10:00,IranAir,
1286,22,KIS7057,2022-01-26,Tehran,Kish,22:10:00,KishAir,
1287,22,KIS7151,2022-01-26,Tehran,Shiraz,22:10:00,KishAir,
1288,22,TBZ5640,2022-01-26,Ahwaz,Mashhad,22:10:00,Ata,
1289,22,TBZ5679,2022-01-26,Urumia,Tehran,22:10:00,Ata,
1290,22,IRA3359,2022-01-26,Gorgan,Tehran,22:15:00,IranAir,
1291,22,KRU2644,2022-01-26,Tehran,Ahwaz,22:15:00,Karun,
1292,22,TBZ5629,2022-01-26,Tehran,Mashhad,22:15:00,Ata,
1293,22,TBZ5729,2022-01-26,Tehran,Mashhad,22:15:00,Ata,
1294,22,VRH5873,2022-01-26,Bushehr,Tehran,22:15:00,Varsh,
1295,22,IRB989,2022-01-26,Ahwaz,Tehran,22:30:00,IranAirTour,
1296,22,IRM1061,2022-01-26,Ahwaz,Tehran,22:30:00,Mahan,
1297,22,IRZ156,2022-01-26,Tehran,Shiraz,22:30:00,Saha,
1298,22,IZG4059,2022-01-26,Tehran,BandarAbbas,22:35:00,Zagros,
1299,22,IRZ173,2022-01-26,Bushehr,Tehran,22:40:00,Saha,
1300,22,IZG4048,2022-01-26,Zahedan,Tehran,22:40:00,Zagros,
1301,22,PRS4407,2022-01-26,Shiraz,Tehran,22:45:00,ParsAir,
1302,22,SHI4367,2022-01-26,Abadan,Mashhad,22:45:00,Sepehran,
1303,22,IRC603,2022-01-26,Mashhad,Tehran,22:50:00,Aseman,
1304,22,IRC861,2022-01-26,Abadan,Tehran,22:50:00,Aseman,
1305,22,IRC3891,2022-01-26,Ahwaz,Shiraz,22:55:00,Aseman,
1306,22,KRU2620,2022-01-26,Tehran,Ahwaz,22:55:00,Karun,
1307,23,TBN6256,2022-01-26,Tehran,Mashhad,23:00:00,Taban,
1308,23,CPN041,2022-01-26,Mashhad,Tehran,23:10:00,Caspian,
1309,23,IRC3821,2022-01-26,Abadan,Shiraz,23:10:00,Aseman,
1310,23,CPN6909,2022-01-26,Shiraz,Tehran,23:15:00,Caspian,
1311,23,IRA3335,2022-01-26,Isfahan,Tehran,23:20:00,IranAir,
1312,23,CPN049,2022-01-26,Shiraz,Tehran,23:25:00,Caspian,
1313,23,IRA235,2022-01-26,Shiraz,Tehran,23:25:00,IranAir,
1314,23,IRC3777,2022-01-26,Tehran,Shiraz,23:25:00,Aseman,
1315,23,CPN019,2022-01-26,Ahwaz,Tehran,23:30:00,Caspian,
1316,23,IZG4057,2022-01-26,Tehran,Mashhad,23:30:00,Zagros,
1317,23,IZG4112,2022-01-26,Ahwaz,Mashhad,23:30:00,Zagros,
1318,23,IRM1053,2022-01-26,Tehran,Kerman,23:40:00,Mahan,
1319,23,SHI4339,2022-01-26,Ahwaz,Mashhad,23:40:00,Sepehran,
1320,23,IRC3725,2022-01-26,Yazd,Tehran,23:45:00,Aseman,
1321,23,IRA444,2022-01-26,Tabriz,Tehran,23:55:00,IranAir,
1322,0,IRZ157,2022-01-27,Shiraz,Tehran,00:30:00,Saha,
1323,0,CPN019,2022-01-27,Ahwaz,Tehran,00:45:00,Caspian,
1324,4,IZG4025,2022-01-27,Tehran,Bushehr,04:40:00,Zagros,
1325,4,IZG4063,2022-01-27,Tehran,Bushehr,04:50:00,Zagros,
1326,5,QSM1236,2022-01-27,Tehran,Shiraz,05:00:00,GheshmAir,
1327,5,TBZ5635,2022-01-27,Tehran,Ahwaz,05:10:00,Ata,
1328,5,IZG4023,2022-01-27,Tehran,Kerman,05:15:00,Zagros,
1329,5,IZG4133,2022-01-27,Mashhad,Chabahar,05:15:00,Zagros,
1330,5,VRH5816,2022-01-27,Tehran,BandarAbbas,05:20:00,Varsh,
1331,5,IRC3768,2022-01-27,Shiraz,Tehran,05:30:00,Aseman,
1332,5,IRM1050,2022-01-27,Kerman,Tehran,05:30:00,Mahan,20.0
1333,5,IZG4081,2022-01-27,Tehran,Zahedan,05:35:00,Zagros,
1334,5,TBZ5610,2022-01-27,Tehran,Tabriz,05:35:00,Ata,
1335,5,IRC3914,2022-01-27,Tehran,Bushehr,05:40:00,Aseman,
1336,5,TBZ5668,2022-01-27,Tehran,Tabriz,05:50:00,Ata,
1337,5,IRM1081,2022-01-27,Tehran,Mashhad,05:55:00,Mahan,
1338,6,IRB992,2022-01-27,Tehran,Asaluyeh,06:00:00,IranAirTour,
1339,6,IRC3770,2022-01-27,Shiraz,Tehran,06:00:00,Aseman,
1340,6,CPN024,2022-01-27,Tehran,Mashhad,06:10:00,Caspian,
1341,6,CPN6996,2022-01-27,Tehran,Kish,06:10:00,Caspian,
1342,6,IRC862,2022-01-27,Tehran,Yazd,06:10:00,Aseman,
1343,6,KIS7150,2022-01-27,Shiraz,Tehran,06:10:00,KishAir,
1344,6,TBZ5699,2022-01-27,Mashhad,Tehran,06:10:00,Ata,
1345,6,CPN6950,2022-01-27,Tehran,Yazd,06:15:00,Caspian,
1346,6,IRA311,2022-01-27,Tehran,Ahwaz,06:15:00,IranAir,
1347,6,IRC3792,2022-01-27,Shiraz,BandarAbbas,06:15:00,Aseman,
1348,6,PRS4414,2022-01-27,Tehran,Jask,06:15:00,ParsAir,
1349,6,IRA3409,2022-01-27,Tehran,Kermanshah,06:20:00,IranAir,
1350,6,KIS7055,2022-01-27,Tehran,Kish,06:20:00,KishAir,24.5
1351,6,TBZ5601,2022-01-27,Tabriz,Tehran,06:20:00,Ata,
1352,6,IRA232,2022-01-27,Tehran,Shiraz,06:25:00,IranAir,
1353,6,VRH5858,2022-01-27,Tehran,Chabahar,06:25:00,Varsh,
1354,6,CPN6960,2022-01-27,Tehran,BandarAbbas,06:30:00,Caspian,
1355,6,FPI7428,2022-01-27,Tehran,Isfahan,06:30:00,FlyPersia,
1356,6,IRA382,2022-01-27,Tehran,Zahedan/Chabahar,06:30:00,IranAir,
1357,6,IRA3426,2022-01-27,Tehran,Yazd,06:35:00,IranAir,
1358,6,KRU2526,2022-01-27,Tehran,Lavan/Shiraz,06:35:00,Karun,
1359,6,TBN6328,2022-01-27,Tehran,Mashhad,06:35:00,Taban,
1360,6,IRC850,2022-01-27,Tehran,Zahedan,06:40:00,Aseman,
1361,6,IZG4077,2022-01-27,Tehran,Shiraz,06:40:00,Zagros,
1362,6,IRM4575,2022-01-27,Tehran,Jiroft/IranShahr,06:45:00,Mahan,
1363,6,MRJ2816,2022-01-27,Tehran,Asaluyeh,06:45:00,Meraj,
1364,6,IRM1081,2022-01-27,Tehran,Mashhad,06:50:00,Mahan,
1365,6,IZG4051,2022-01-27,Tehran,Kish,06:50:00,Zagros,24.5
1366,6,TBN6309,2022-01-27,Tehran,Chabahar,06:50:00,Taban,
1367,7,IRA3415,2022-01-27,Tehran,Dezfoul,07:00:00,IranAir,
1368,7,IRB982,2022-01-27,Mashhad,Bushehr,07:00:00,IranAirTour,
